case_id,prefix,k,time_passed,recent_time,latest_time,next_time
Case269,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. lapping---machine-1 laser-marking---machine-7 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-12 round-grinding---machine-12 final-inspection-q.c. final-inspection-q.c.,17,15,3,0,0
Case269,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. lapping---machine-1 laser-marking---machine-7 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-12 round-grinding---machine-12 final-inspection-q.c. final-inspection-q.c. final-inspection-q.c.,18,15,0,0,0
Case269,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. lapping---machine-1 laser-marking---machine-7 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-12 round-grinding---machine-12 final-inspection-q.c. final-inspection-q.c. final-inspection-q.c. packing,19,15,0,0,0
Case269,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. lapping---machine-1 laser-marking---machine-7 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-12 round-grinding---machine-12 final-inspection-q.c. final-inspection-q.c. final-inspection-q.c. packing final-inspection-q.c.,20,15,0,0,1
Case244,lapping---machine-1,0,0,0,0,0
Case244,lapping---machine-1 lapping---machine-1,1,0,0,0,0
Case244,lapping---machine-1 lapping---machine-1 round-grinding---machine-12,2,0,0,0,0
Case244,lapping---machine-1 lapping---machine-1 round-grinding---machine-12 round-grinding---machine-12,3,0,0,0,0
Case244,lapping---machine-1 lapping---machine-1 round-grinding---machine-12 round-grinding---machine-12 round-grinding---machine-12,4,0,1,0,0
Case244,lapping---machine-1 lapping---machine-1 round-grinding---machine-12 round-grinding---machine-12 round-grinding---machine-12 round-grinding---machine-12,5,0,0,0,0
Case244,lapping---machine-1 lapping---machine-1 round-grinding---machine-12 round-grinding---machine-12 round-grinding---machine-12 round-grinding---machine-12 final-inspection-q.c.,6,0,0,0,0
Case244,lapping---machine-1 lapping---machine-1 round-grinding---machine-12 round-grinding---machine-12 round-grinding---machine-12 round-grinding---machine-12 final-inspection-q.c. round-grinding---machine-12,7,0,0,0,1
Case190,packing,0,0,0,0,0
Case190,packing final-inspection-q.c.,1,0,0,0,18
Case190,packing final-inspection-q.c. turning-&-milling-q.c.,2,18,19,18,14
Case190,packing final-inspection-q.c. turning-&-milling-q.c. final-inspection-q.c.,3,32,33,14,1
Case190,packing final-inspection-q.c. turning-&-milling-q.c. final-inspection-q.c. turning-&-milling-q.c.,4,33,15,1,1
Case194,turning-&-milling---machine-10,0,0,0,0,1
Case194,turning-&-milling---machine-10 turning-&-milling---machine-10,1,1,0,1,0
Case194,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c.,2,1,1,0,0
Case194,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c.,3,1,0,0,0
Case194,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10,4,1,0,0,0
Case194,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10,5,1,0,0,0
Case194,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c.,6,1,0,0,0
Case194,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10,7,1,0,0,0
Case194,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10,8,1,0,0,0
Case194,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 other,9,1,1,0,0
Case194,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 other turning-&-milling---machine-10,10,1,0,0,0
Case194,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 other turning-&-milling---machine-10 turning---machine-9,11,1,1,0,0
Case194,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 other turning-&-milling---machine-10 turning---machine-9 turning---machine-9,12,1,0,0,0
Case194,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 other turning-&-milling---machine-10 turning---machine-9 turning---machine-9 turning-&-milling-q.c.,13,1,0,0,1
Case257,turning-&-milling---machine-5,0,0,0,0,0
Case257,turning-&-milling---machine-5 turning-&-milling---machine-5,1,0,0,0,0
Case257,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,2,0,0,0,0
Case257,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,3,0,0,0,0
Case257,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,4,0,0,0,0
Case257,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,5,0,0,0,0
Case257,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,6,0,0,0,0
Case257,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,7,0,1,0,1
Case257,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,8,1,1,1,0
Case257,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,9,1,1,0,0
Case257,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,10,1,0,0,0
Case257,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,11,1,0,0,0
Case257,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,12,1,0,0,1
Case192,other,0,0,0,0,0
Case192,other turning-&-milling-q.c.,1,0,0,0,27
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9,2,27,27,27,0
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c.,3,27,27,0,0
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9,4,27,0,0,0
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9,5,27,0,0,0
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9,6,27,0,0,0
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c.,7,27,0,0,0
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9,8,27,0,0,0
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9,9,27,0,0,0
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9,10,27,0,0,0
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c.,11,27,0,0,0
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9,12,27,0,0,1
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9,13,28,1,1,0
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9,14,28,1,0,0
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9,15,28,0,0,0
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c.,16,28,0,0,0
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9,17,28,0,0,0
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9,18,28,0,0,0
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c.,19,28,0,0,0
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling-q.c.,20,28,0,0,0
