case_id,prefix,k,next_act
Case269,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. lapping---machine-1 laser-marking---machine-7,11,round-grinding---machine-2
Case269,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. lapping---machine-1 laser-marking---machine-7 round-grinding---machine-2,12,round-grinding---machine-2
Case269,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. lapping---machine-1 laser-marking---machine-7 round-grinding---machine-2 round-grinding---machine-2,13,round-grinding---machine-12
Case269,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. lapping---machine-1 laser-marking---machine-7 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-12,14,round-grinding---machine-12
Case269,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. lapping---machine-1 laser-marking---machine-7 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-12 round-grinding---machine-12,15,final-inspection-q.c.
Case269,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. lapping---machine-1 laser-marking---machine-7 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-12 round-grinding---machine-12 final-inspection-q.c.,16,final-inspection-q.c.
Case269,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. lapping---machine-1 laser-marking---machine-7 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-12 round-grinding---machine-12 final-inspection-q.c. final-inspection-q.c.,17,final-inspection-q.c.
Case269,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. lapping---machine-1 laser-marking---machine-7 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-12 round-grinding---machine-12 final-inspection-q.c. final-inspection-q.c. final-inspection-q.c.,18,packing
Case269,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling-q.c. lapping---machine-1 laser-marking---machine-7 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-12 round-grinding---machine-12 final-inspection-q.c. final-inspection-q.c. final-inspection-q.c. packing,19,final-inspection-q.c.
Case244,lapping---machine-1,0,lapping---machine-1
Case244,lapping---machine-1 lapping---machine-1,1,round-grinding---machine-12
Case244,lapping---machine-1 lapping---machine-1 round-grinding---machine-12,2,round-grinding---machine-12
Case244,lapping---machine-1 lapping---machine-1 round-grinding---machine-12 round-grinding---machine-12,3,round-grinding---machine-12
Case244,lapping---machine-1 lapping---machine-1 round-grinding---machine-12 round-grinding---machine-12 round-grinding---machine-12,4,round-grinding---machine-12
Case244,lapping---machine-1 lapping---machine-1 round-grinding---machine-12 round-grinding---machine-12 round-grinding---machine-12 round-grinding---machine-12,5,final-inspection-q.c.
Case244,lapping---machine-1 lapping---machine-1 round-grinding---machine-12 round-grinding---machine-12 round-grinding---machine-12 round-grinding---machine-12 final-inspection-q.c.,6,round-grinding---machine-12
Case190,packing,0,final-inspection-q.c.
Case190,packing final-inspection-q.c.,1,turning-&-milling-q.c.
Case190,packing final-inspection-q.c. turning-&-milling-q.c.,2,final-inspection-q.c.
Case190,packing final-inspection-q.c. turning-&-milling-q.c. final-inspection-q.c.,3,turning-&-milling-q.c.
Case194,turning-&-milling---machine-10,0,turning-&-milling---machine-10
Case194,turning-&-milling---machine-10 turning-&-milling---machine-10,1,turning-&-milling-q.c.
Case194,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c.,2,turning-&-milling-q.c.
Case194,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c.,3,turning-&-milling---machine-10
Case194,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10,4,turning-&-milling---machine-10
Case194,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10,5,turning-&-milling-q.c.
Case194,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c.,6,turning-&-milling---machine-10
Case194,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10,7,turning-&-milling---machine-10
Case194,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10,8,other
Case194,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 other,9,turning-&-milling---machine-10
Case194,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 other turning-&-milling---machine-10,10,turning---machine-9
Case194,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 other turning-&-milling---machine-10 turning---machine-9,11,turning---machine-9
Case194,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 other turning-&-milling---machine-10 turning---machine-9 turning---machine-9,12,turning-&-milling-q.c.
Case257,turning-&-milling---machine-5,0,turning-&-milling---machine-5
Case257,turning-&-milling---machine-5 turning-&-milling---machine-5,1,turning-&-milling---machine-5
Case257,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,2,turning-&-milling---machine-5
Case257,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,3,turning-&-milling---machine-5
Case257,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,4,turning-&-milling---machine-5
Case257,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,5,turning-&-milling---machine-5
Case257,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,6,turning-&-milling---machine-5
Case257,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,7,turning-&-milling---machine-5
Case257,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,8,turning-&-milling---machine-5
Case257,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,9,turning-&-milling---machine-5
Case257,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,10,turning-&-milling---machine-5
Case257,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,11,turning-&-milling---machine-5
Case192,other,0,turning-&-milling-q.c.
Case192,other turning-&-milling-q.c.,1,turning-&-milling---machine-9
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9,2,turning-&-milling-q.c.
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c.,3,turning-&-milling---machine-9
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9,4,turning-&-milling---machine-9
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9,5,turning-&-milling---machine-9
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9,6,turning-&-milling-q.c.
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c.,7,turning-&-milling---machine-9
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9,8,turning-&-milling---machine-9
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9,9,turning-&-milling---machine-9
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9,10,turning-&-milling-q.c.
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c.,11,turning-&-milling---machine-9
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9,12,turning-&-milling---machine-9
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9,13,turning-&-milling---machine-9
Case192,other turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9,14,turning-&-milling---machine-9
